date,time_utc,record,status,lat,lng,max_wind_kt,min_pressure_mb
19820520,0000,,TD,11.0N,104.8W,25,-999
19820520,0600,,TD,11.2N,105.2W,25,-999
19820520,1200,,TD,11.4N,105.6W,25,-999
19820520,1800,,TD,11.6N,105.8W,25,-999
19820521,0000,,TD,12.0N,106.0W,30,-999
19820521,0600,,TD,12.3N,105.7W,30,-999
19820521,1200,,TD,12.5N,105.5W,30,-999
19820521,1800,,TS,12.8N,105.2W,35,-999
19820522,0000,,TS,12.9N,104.8W,40,-999
19820522,0600,,TS,13.2N,104.5W,45,-999
19820522,1200,,TS,13.4N,104.2W,50,-999
19820522,1800,,TS,13.7N,104.0W,50,-999
19820523,0000,,TS,14.1N,103.8W,55,-999
19820523,0600,,TS,14.4N,103.6W,50,-999
19820523,1200,,TS,14.5N,103.3W,50,-999
19820523,1800,,TS,14.6N,102.9W,45,-999
19820524,0000,,TS,14.7N,102.5W,45,-999
19820524,0600,,TS,14.8N,102.2W,45,-999
19820524,1200,,TS,14.8N,101.9W,45,-999
19820524,1800,,TS,14.8N,101.7W,45,-999
19820525,0000,,TS,14.8N,101.5W,45,-999
19820525,0600,,TS,14.7N,101.4W,45,-999
19820525,1200,,TS,14.5N,101.4W,40,-999
19820525,1800,,TS,14.4N,101.4W,40,-999
19820526,0000,,TS,14.2N,101.4W,35,-999
19820526,0600,,TS,14.1N,101.6W,35,-999
19820526,1200,,TS,14.0N,101.9W,35,-999
19820526,1800,,TS,13.9N,102.2W,35,-999
19820527,0000,,TS,13.9N,102.5W,35,-999
19820527,0600,,TS,14.0N,102.9W,35,-999
19820527,1200,,TD,14.2N,103.1W,30,-999
19820527,1800,,TD,14.5N,103.5W,30,-999
19820528,0000,,TD,14.7N,103.7W,30,-999
19820528,0600,,TD,15.0N,103.8W,25,-999
19820528,1200,,TD,15.2N,103.7W,25,-999
19820528,1800,,TD,15.3N,103.4W,25,-999
19820529,0000,,TD,15.4N,103.1W,25,-999
19820529,0600,,TD,15.5N,102.8W,25,-999
19820529,1200,,TD,15.7N,102.5W,25,-999
