date,time_utc,record,status,lat,lng,max_wind_kt,min_pressure_mb
19960701,1200,,TD,8.9N,89.2W,25,1008
19960701,1800,,TD,9.5N,90.3W,30,1006
19960702,0000,,TS,10.2N,91.4W,35,1005
19960702,0600,,TS,11.0N,92.5W,35,1004
19960702,1200,,TS,12.0N,93.3W,40,1002
19960702,1800,,TS,13.3N,94.1W,45,1000
19960703,0000,,TS,14.5N,95.0W,55,994
19960703,0600,,TS,15.3N,95.9W,60,991
19960703,0900,L,TS,15.7N,96.2W,60,991
19960703,1200,,TS,15.9N,96.8W,45,1000
19960703,1800,,TD,16.1N,97.8W,25,1007
